20221003133648,192.168.1.9,62060,192.168.1.177,5001,1,0.0-1.0,12721380,101771040,0.037,2064,10718,19.257,0
20221003133649,192.168.1.9,62060,192.168.1.177,5001,1,1.0-2.0,13278510,106228080,0.046,0,9033,0.000,0
20221003133650,192.168.1.9,62060,192.168.1.177,5001,1,2.0-3.0,8892030,71136240,0.136,1588,7637,20.794,0
20221003133651,192.168.1.9,62060,192.168.1.177,5001,1,3.0-4.0,10639860,85118880,0.055,2464,9702,25.397,0
20221003133652,192.168.1.9,62060,192.168.1.177,5001,1,4.0-5.0,12042240,96337920,0.057,972,9164,10.607,0
20221003133653,192.168.1.9,62060,192.168.1.177,5001,1,5.0-6.0,11945220,95561760,0.118,1049,9175,11.433,0
20221003133654,192.168.1.9,62060,192.168.1.177,5001,1,6.0-7.0,12512640,100101120,0.063,877,9389,9.341,0
20221003133655,192.168.1.9,62060,192.168.1.177,5001,1,7.0-8.0,13421100,107368800,0.049,42,9172,0.458,0
20221003133656,192.168.1.9,62060,192.168.1.177,5001,1,8.0-9.0,13397580,107180640,0.070,105,9219,1.139,0
20221003133657,192.168.1.9,62060,192.168.1.177,5001,1,9.0-10.0,13353480,106827840,0.208,62,9146,0.678,0
20221003133658,192.168.1.9,62060,192.168.1.177,5001,1,10.0-11.0,13406400,107251200,0.065,107,9227,1.160,0
20221003133659,192.168.1.9,62060,192.168.1.177,5001,1,11.0-12.0,13507830,108062640,0.052,16,9205,0.174,0
20221003133700,192.168.1.9,62060,192.168.1.177,5001,1,12.0-13.0,13641600,109132800,0.096,0,9280,0.000,0
20221003133701,192.168.1.9,62060,192.168.1.177,5001,1,13.0-14.0,13008030,104064240,0.046,238,9087,2.619,0
20221003133702,192.168.1.9,62060,192.168.1.177,5001,1,14.0-15.0,12999210,103993680,0.097,60,8903,0.674,0
20221003133703,192.168.1.9,62060,192.168.1.177,5001,1,15.0-16.0,12655230,101241840,0.440,657,9266,7.090,0
20221003133704,192.168.1.9,62060,192.168.1.177,5001,1,16.0-17.0,12217170,97737360,0.048,935,9246,10.112,0
20221003133705,192.168.1.9,62060,192.168.1.177,5001,1,17.0-18.0,13327020,106616160,0.997,201,9267,2.169,0
20221003133706,192.168.1.9,62060,192.168.1.177,5001,1,18.0-19.0,12794880,102359040,0.171,371,9075,4.088,0
20221003133707,192.168.1.9,62060,192.168.1.177,5001,1,19.0-20.0,12528810,100230480,0.073,707,9230,7.660,0
20221003133708,192.168.1.9,62060,192.168.1.177,5001,1,20.0-21.0,13109460,104875680,0.029,325,9243,3.516,0
20221003133709,192.168.1.9,62060,192.168.1.177,5001,1,21.0-22.0,12821340,102570720,0.049,451,9173,4.917,0
20221003133710,192.168.1.9,62060,192.168.1.177,5001,1,22.0-23.0,12991860,103934880,0.069,314,9152,3.431,0
20221003133711,192.168.1.9,62060,192.168.1.177,5001,1,23.0-24.0,12968340,103746720,0.052,268,9090,2.948,0
20221003133712,192.168.1.9,62060,192.168.1.177,5001,1,24.0-25.0,11301360,90410880,0.112,1442,9130,15.794,0
20221003133713,192.168.1.9,62060,192.168.1.177,5001,1,25.0-26.0,12539100,100312800,0.313,776,9306,8.339,0
20221003133714,192.168.1.9,62060,192.168.1.177,5001,1,26.0-27.0,13230000,105840000,0.136,359,9359,3.836,0
20221003133715,192.168.1.9,62060,192.168.1.177,5001,1,27.0-28.0,13638660,109109280,0.060,0,9278,0.000,0
20221003133716,192.168.1.9,62060,192.168.1.177,5001,1,28.0-29.0,13501950,108015600,0.025,0,9185,0.000,0
20221003133716,192.168.1.9,62060,192.168.1.177,5001,1,29.0-29.9,11840850,100851941,1.264,390,8445,4.618,0
20221003133716,192.168.1.9,62060,192.168.1.177,5001,1,0.0-29.9,380233140,101601192,1.264,16840,275502,6.112,0
